fecha,titulo,estado,fenomeno,mes,mes_es
2004-09-23,"Declaratoria de Emergencia con motivo de las lluvias intensas provocadas por la onda tropical 34 que se presentaron los días 17 y 18 de agosto de 2004 y sus efectos en la población de los municipios de Las Choapas, Ixhuatlán del Sureste y Nanchital de Lázaro Cárdenas del Río del Estado de Veracruz",Veracruz,lluvia,9,septiembre
2004-10-15,Declaratoria de Emergencia en virtud de la posible afectación del huracán Iván que se presentó los días 11 al 13 de septiembre de 2004 y sus efectos en la población de los municipios de Isla Mujeres y Lázaro Cárdenas del Estado de Quintana Roo,Quintana Roo,huracán,10,octubre
2004-10-15,Declaratoria de Emergencia con motivo de las lluvias atípicas registradas del 5 al 8 de septiembre de 2004 y sus efectos en el Municipio de Zamora de Hidalgo del Estado de Michoacán,Hidalgo,lluvia,10,octubre
2004-10-15,"Declaratoria de Emergencia en virtud de la posible afectación del huracán Iván que se presentó los días 11 al 13 de septiembre de 2004 y sus efectos en la población de los municipios de Benito Juárez, Solidaridad y Cozumel del Estado de Quintana Roo",Quintana Roo,huracán,10,octubre
2004-10-15,Declaratoria de Emergencia ante la inminencia de afectaciones por el huracán Iván y sus efectos en la población de diversos municipios del Estado de Yucatán,Yucatán,huracán,10,octubre
2004-10-15,Declaratoria de Emergencia con motivo de las lluvias torrenciales que se presentaron en el Municipio de Buenaventura y sus efectos en la población del Estado de Chihuahua,Chihuahua,lluvia,10,octubre
2004-11-09,Declaratoria de Emergencia con motivo de las lluvias torrenciales extremas que se han presentado durante la presente temporada de ciclones tropicales y sus efectos en diversos municipios del Estado de Durango,Durango,lluvia,11,noviembre
2004-11-09,Declaratoria de Emergencia con motivo de las fuertes lluvias que se presentaron los días 29 y 30 de septiembre y sus efectos en los municipios de Angel R. Cabada y Saltabarranca del Estado de Veracruz,Veracruz,lluvia,11,noviembre
2004-11-09,Declaratoria de Emergencia con motivo de las fuertes lluvias que se presentaron los días 4 y 5 de octubre y sus efectos en diversos municipios del Estado de Veracruz,Veracruz,lluvia,11,noviembre
2004-11-09,"Declaratoria de Emergencia con motivo de los daños ocasionados a la población por inundaciones en sus viviendas y cultivos derivados de las lluvias torrenciales e inundaciones atípicas, y sus efectos en los municipios de Ocotlán, Tototlán y Tlajomulco de Zúñiga del Estado de Jalisco",Jalisco,inundación,11,noviembre
2004-11-09,"Declaratoria de Emergencia con motivo de las precipitaciones puntuales y atípicas, teniendo como consecuencias inundaciones en viviendas, calles y la fractura de 10 cm en la estructura de la presa San Agustín de Ateto en el Municipio de Apozol del Estado de Zacatecas",Zacatecas,lluvia,11,noviembre
2004-11-12,"Declaratoria de Emergencia con motivo del impacto directo de lluvias torrenciales e inundaciones atípicas, estas últimas por el desfogue de la presa hidroeléctrica de Aguamilpa del Estado de Nayarit, en los municipios de San Blas y Santiago Ixcuintla",Nayarit,lluvia,11,noviembre
2004-11-12,"Declaratoria de Emergencia con motivo de las fuertes lluvias que se presentaron los días 4, 5 y 6 de octubre y sus efectos en los municipios de Cosoleacaque, Isla y Nanchital de Lázaro Cárdenas del Río del Estado de Veracruz",Veracruz,lluvia,11,noviembre
2004-11-15,Declaratoria de Emergencia con motivo de las lluvias torrenciales extremas que se han presentado durante la presente temporada de ciclones tropicales y sus efectos en diversos municipios del Estado de Durango,Durango,lluvia,11,noviembre
2004-11-24,"Declaratoria de Emergencia con motivo de las lluvias torrenciales extremas que se presentaron los días 5, 6 y 15 de octubre y sus efectos en los municipios de Carlos A. Carrillo y Orizaba del Estado de Veracruz",Veracruz,lluvia,11,noviembre
2004-12-16,"Declaratoria de Emergencia con motivo de la presencia del Frente Frío No. 10 que afecta la Zona Sur de la entidad provocando lluvias intensas atípicas, que originan escurrimientos de agua, desbordamiento de ríos, deslaves e inundaciones en zonas urbanas y rurales y sus efectos en diversos municipios del Estado de Veracruz",Veracruz,frente frío,12,diciembre
2004-12-16,Declaratoria de Emergencia en virtud de que el 22 de julio pasado se presentaron agrietamientos en terreno y daños en muros de viviendas en la colonia Villa de las Flores de la Ciudad de Lerdo del Municipio de Lerdo del Estado de Durango,Durango,,12,diciembre
2004-12-16,Declaratoria de Emergencia con motivo de las nevadas que se presentaron los días 14 y 15 de noviembre y sus efectos en diversos municipios del Estado de Chihuahua,Chihuahua,nevada,12,diciembre
2004-12-16,Declaratoria de Emergencia con motivo de las intensas lluvias presentadas en la Zona Noroeste los días 14 y 15 de noviembre y sus efectos en diversos municipios del Estado de Chihuahua,Chihuahua,lluvia,12,diciembre
2005-01-06,Declaratoria de Emergencia con motivo de las intensas lluvias presentadas en la zona Noroeste los días 14 al 19 de noviembre y sus efectos en el Municipio de Nonoava del Estado de Chihuahua,Chihuahua,lluvia,1,enero
2005-01-06,Declaratoria de Emergencia con motivo de las intensas lluvias que se presentaron los días del 4 al 6 de diciembre y sus efectos en el Municipio de Guachochi del Estado de Chihuahua,Chihuahua,lluvia,1,enero
2005-01-12,"Declaratoria de Emergencia por la presencia del frente frío No. 23, que provocó un marcado descenso de la temperatura, originando la presencia de nevadas en algunas zonas rurales de diversos municipios ubicados en las faldas del volcán Pico de Orizaba y Cofre de Perote y sus efectos en diversos municipios del Estado de Veracruz",Veracruz,frente frío,1,enero
2005-01-24,Declaratoria de Emergencia en virtud de las severas nevadas que se presentaron los días 23 y 24 de diciembre de 2004 debido al frente frío No. 23 y a la masa de aire polar y sus efectos en diversos municipios del Estado de Chihuahua,Chihuahua,nevada,1,enero
2005-01-24,"Declaratoria de Emergencia en virtud de la presencia de los frentes fríos números 20 y 21 que afectan a todo el Estado de Veracruz, provocando un marcado descenso de temperatura por debajo de los cero grados centígrados, originando la presencia de nevadas en algunas zonas rurales de municipios ubicados en las faldas del volcán Pico de Orizaba y Cofre de Perote y sus efectos en diversos municipios de dicha entidad federativa",Veracruz,frente frío,1,enero
2005-01-24,"Declaratoria de Emergencia en virtud de las bajas temperaturas registradas en el Estado de Zacatecas y de la inminente caída de nieve, aguanieve, lluvia y llovizna helada y sus efectos en diversos municipios de dicha entidad federativa",Zacatecas,bajas temperaturas,1,enero
2005-02-18,"Declaratoria de Emergencia con motivo de las severas nevadas que se presentaron los días 1 y 2 de febrero por el frente frío No. 31, y sus efectos en los municipios de Balleza, Bocoyna, Carichi, Cusihuiriáchi y El Tule del Estado de Chihuahua",Chihuahua,nevada,2,febrero
2005-02-18,"Declaratoria de Emergencia con motivo de las severas nevadas que se presentaron los días 4 y 5 de febrero por el frente frío No. 31, y sus efectos en los municipios de Guachochi, Maguarichi y Chínipas del Estado de Chihuahua",Chihuahua,nevada,2,febrero
2005-02-23,"Declaratoria de Emergencia con motivo de las severas nevadas y lluvias intensas que se presentaron los días 5 y 6 de febrero por el frente frío No. 31 y sus efectos en los municipios de Batopilas, Guazaparez, Urique y Uruachi del Estado de Chihuahua",Chihuahua,nevada,2,febrero
2005-05-18,"Declaratoria de Emergencia con motivo de los incendios forestales que se han presentado del 26 de abril al 2 de mayo, y sus efectos en diversos municipios del Estado de Zacatecas",Zacatecas,incendio,5,mayo
2005-07-13,Declaratoria de Emergencia por la presencia de la tormenta tropical Bret que ha causado daños severos no previsibles a la población y sus efectos en diversos municipios del Estado de Veracruz,Veracruz,tormenta,7,julio
2005-07-29,Declaratoria de Emergencia en virtud de la presencia de lluvias intensas y vientos fuertes del ciclón tropical Emily los días 19 al 21 de julio y sus efectos en diversos municipios del Estado de Nuevo León,Nuevo León,lluvia,7,julio
2005-07-29,"Declaratoria de Emergencia por la presencia del huracán Emily y sus efectos en los municipios de Benito Juárez, Cozumel, Isla Mujeres, Lázaro Cárdenas y Solidaridad del Estado de Quintana Roo",Quintana Roo,huracán,7,julio
2005-07-29,"Declaratoria de Emergencia por la presencia del huracán Emily y sus efectos en los municipios de Felipe Carrillo Puerto, José María Morelos y Othón P. Blanco del Estado de Quintana Roo",Morelos,huracán,7,julio
2005-07-29,Declaratoria de Emergencia por la presencia del huracán Emily y sus efectos en diversos municipios del Estado de Tamaulipas,Tamaulipas,huracán,7,julio
2005-07-29,Declaratoria de Emergencia por la presencia del huracán Emily y sus efectos en diversos municipios del Estado de Yucatán,Yucatán,huracán,7,julio
2005-08-05,Declaratoria de Emergencia por la presencia de la tormenta tropical Gert y sus efectos en diversos municipios del Estado de Veracruz,Veracruz,tormenta,8,agosto
2005-09-02,Declaratoria de Emergencia por la presencia de las lluvias intensas los días 19 y 20 de agosto de 2005 y sus efectos en diversos municipios del Estado de Veracruz,Veracruz,lluvia,9,septiembre
2005-09-05,Declaratoria de Emergencia por el impacto de la tormenta tropical José y sus efectos en diversos municipios del Estado de Veracruz,Veracruz,tormenta,9,septiembre
2005-09-07,"Declaratoria de Emergencia por las fuertes lluvias producto de la onda tropical No. 29, así como de la tormenta tropical José y sus efectos en diversos municipios del Estado de Oaxaca",Oaxaca,lluvia,9,septiembre
2005-09-08,Declaratoria de Emergencia por las lluvias intensas debido al paso de la onda tropical No. 30 y sus efectos en el Municipio de Aguililla del Estado de Michoacán,Michoacán,lluvia,9,septiembre
2005-09-08,Declaratoria de Emergencia por las lluvias extremas ocasionadas por la tormenta tropical José y sus efectos en diversos municipios del Estado de Puebla,Puebla,lluvia,9,septiembre
2005-09-08,"Declaratoria de Emergencia por las lluvias intensas ocasionadas por la presencia de las ondas tropicales números 28 y 29, así como de la tormenta tropical José y sus efectos en diversos municipios del Estado de Veracruz",Veracruz,lluvia,9,septiembre
2005-09-08,Declaratoria de Emergencia por la presencia de las fuertes lluvias registradas los días 19 al 24 de agosto de 2005 y sus efectos en el Municipio de Zontecomatlán del Estado de Veracruz,Veracruz,lluvia,9,septiembre
2005-09-15,Declaratoria de Emergencia por las fuertes lluvias registradas los días 3 y 4 de septiembre y sus efectos en el Municipio de Morelia del Estado de Michoacán,Michoacán,lluvia,9,septiembre
2005-09-23,Declaratoria de Emergencia por las lluvias intensas ocurridas los días 7 y 8 de septiembre de 2005 y sus efectos en diversos municipios del Estado de Veracruz,Veracruz,lluvia,9,septiembre
2005-10-10,Declaratoria de Emergencia por las intensas lluvias ocurridas los días 24 y 25 de septiembre de 2005 y sus efectos en el Municipio de Tuzantán del Estado de Chiapas,Chiapas,lluvia,10,octubre
2005-10-10,"Declaratoria de Emergencia por las lluvias intensas ocurridas los días 24, 25 y 26 de septiembre de 2005 y sus efectos en diversos municipios del Estado de Oaxaca",Oaxaca,lluvia,10,octubre
2005-10-10,Declaratoria de Emergencia por las intensas lluvias ocurridas los días 24 y 25 de septiembre de 2005 y sus efectos en diversos municipios del Estado de Chiapas,Chiapas,lluvia,10,octubre
2005-10-13,"Declaratoria de Emergencia por la presencia del huracán Otis y sus efectos en los municipios de Los Cabos, La Paz, Comondú, Loreto y Mulegé del Estado de Baja California Sur",Baja California Sur,huracán,10,octubre
2005-10-14,Declaratoria de Emergencia por las lluvias intensas que se registraron del 24 al 27 de septiembre de 2005 y sus efectos en diversos municipios del Estado de Guerrero,Guerrero,lluvia,10,octubre
2005-10-14,Declaratoria de Emergencia por la presencia de la tormenta tropical Stan y sus efectos en diversos municipios del Estado de Oaxaca,Oaxaca,tormenta,10,octubre
2005-10-14,Declaratoria de Emergencia por la presencia de la tormenta tropical Stan y sus efectos en diversos municipios del Estado de Puebla,Puebla,tormenta,10,octubre
2005-10-14,Declaratoria de Emergencia por la presencia de la tormenta tropical Stan y sus efectos en diversos municipios del Estado de Tabasco,Tabasco,tormenta,10,octubre
